Time[s],5651::Alt_Heading::Heading[Degrees],,Time[s],5651::mixed_position::Lat[Degrees],,Time[s],5651::mixed_position::Lon[Degrees]
49.388140,328.8000000,,49.388370,40.0143702,,49.388370,116.3743961
49.398160,328.8300000,,49.398380,40.0143715,,49.398380,116.3743951
49.408140,328.8600000,,49.408370,40.0143728,,49.408370,116.3743941
49.418130,328.8800000,,49.418360,40.0143741,,49.418360,116.3743931
49.428130,328.9000000,,49.428360,40.0143754,,49.428360,116.3743921
49.438140,328.9300000,,49.438360,40.0143767,,49.438360,116.3743911
49.448140,328.9500000,,49.448360,40.0143780,,49.448360,116.3743901
49.458140,328.9800000,,49.458360,40.0143794,,49.458360,116.3743891
49.469270,329.0000000,,49.469500,40.0143807,,49.469500,116.3743881
49.478620,329.0300000,,49.478850,40.0143820,,49.478850,116.3743871
49.488950,329.0500000,,49.489190,40.0143833,,49.489190,116.3743861
49.498130,329.0700000,,49.498350,40.0143846,,49.498350,116.3743851
49.508130,329.0900000,,49.508350,40.0143859,,49.508350,116.3743841
49.518120,329.1200000,,49.518340,40.0143873,,49.518340,116.3743831
49.528110,329.1400000,,49.528340,40.0143886,,49.528340,116.3743820
49.538110,329.1700000,,49.538340,40.0143899,,49.538340,116.3743810
49.548110,329.1900000,,49.548330,40.0143912,,49.548330,116.3743799
49.558110,329.2100000,,49.558330,40.0143926,,49.558330,116.3743789
49.569230,329.2300000,,49.569460,40.0143939,,49.569460,116.3743779
49.578100,329.2500000,,49.578320,40.0143952,,49.578320,116.3743769
49.588110,329.2800000,,49.588330,40.0143966,,49.588330,116.3743758
49.598110,329.3000000,,49.598330,40.0143979,,49.598330,116.3743748
49.608100,329.3300000,,49.608320,40.0143992,,49.608320,116.3743738
49.618100,329.3500000,,49.618320,40.0144005,,49.618320,116.3743727
49.628100,329.3700000,,49.628330,40.0144019,,49.628330,116.3743717
49.638100,329.4000000,,49.638330,40.0144032,,49.638330,116.3743707
49.648100,329.4200000,,49.648330,40.0144045,,49.648330,116.3743697
49.658090,329.4400000,,49.658320,40.0144059,,49.658320,116.3743686
49.669230,329.4700000,,49.669460,40.0144072,,49.669460,116.3743676
49.678410,329.4900000,,49.678640,40.0144085,,49.678640,116.3743666
49.688460,329.5200000,,49.688690,40.0144099,,49.688690,116.3743656
49.698090,329.5400000,,49.698320,40.0144112,,49.698320,116.3743646
49.708110,329.5700000,,49.708330,40.0144125,,49.708330,116.3743635
49.718100,329.5900000,,49.718330,40.0144139,,49.718330,116.3743625
49.728090,329.6200000,,49.728320,40.0144152,,49.728320,116.3743615
49.738090,329.6400000,,49.738320,40.0144165,,49.738320,116.3743605
49.748080,329.6600000,,49.748310,40.0144179,,49.748310,116.3743595
49.758080,329.6900000,,49.758310,40.0144192,,49.758310,116.3743585
49.769220,329.7200000,,49.769440,40.0144205,,49.769440,116.3743574
49.778080,329.7400000,,49.778300,40.0144219,,49.778300,116.3743564
49.788090,329.7700000,,49.788310,40.0144232,,49.788310,116.3743554
49.798080,329.7800000,,49.798310,40.0144245,,49.798310,116.3743544
49.808070,329.8100000,,49.808300,40.0144259,,49.808300,116.3743534
49.818070,329.8400000,,49.818300,40.0144272,,49.818300,116.3743524
49.828070,329.8700000,,49.828300,40.0144286,,49.828300,116.3743514
49.838080,329.8900000,,49.838300,40.0144299,,49.838300,116.3743503
49.848080,329.9100000,,49.848310,40.0144312,,49.848310,116.3743493
49.858080,329.9300000,,49.858310,40.0144326,,49.858310,116.3743483
49.869210,329.9500000,,49.869450,40.0144339,,49.869450,116.3743473
49.878430,329.9800000,,49.878660,40.0144353,,49.878660,116.3743463
49.888580,330.0000000,,49.888810,40.0144366,,49.888810,116.3743453
49.898080,330.0300000,,49.898310,40.0144379,,49.898310,116.3743443
49.908060,330.0700000,,49.908290,40.0144393,,49.908290,116.3743433
49.918060,330.0900000,,49.918290,40.0144406,,49.918290,116.3743423
49.928070,330.1100000,,49.928290,40.0144420,,49.928290,116.3743413
49.938060,330.1300000,,49.938290,40.0144433,,49.938290,116.3743403
49.948070,330.1600000,,49.948310,40.0144446,,49.948310,116.3743392
49.958070,330.1900000,,49.958300,40.0144460,,49.958300,116.3743382
49.969190,330.2200000,,49.969420,40.0144473,,49.969420,116.3743372
49.978050,330.2500000,,49.978280,40.0144487,,49.978280,116.3743362
49.988060,330.2600000,,49.988290,40.0144500,,49.988290,116.3743352
49.998060,330.2900000,,49.998290,40.0144513,,49.998290,116.3743342
50.008060,330.3200000,,50.008280,40.0144527,,50.008280,116.3743332
50.018060,330.3500000,,50.018290,40.0144540,,50.018290,116.3743322
50.028050,330.3800000,,50.028280,40.0144554,,50.028280,116.3743312
50.038060,330.4100000,,50.038280,40.0144567,,50.038280,116.3743302
50.048040,330.4300000,,50.048270,40.0144581,,50.048270,116.3743292
50.058040,330.4600000,,50.058270,40.0144594,,50.058270,116.3743283
50.069190,330.4900000,,50.069410,40.0144607,,50.069410,116.3743273
50.078470,330.5200000,,50.078690,40.0144621,,50.078690,116.3743263
50.088750,330.5500000,,50.088980,40.0144634,,50.088980,116.3743253
50.098040,330.5700000,,50.098260,40.0144648,,50.098260,116.3743243
50.108040,330.6000000,,50.108270,40.0144661,,50.108270,116.3743233
50.118040,330.6300000,,50.118270,40.0144675,,50.118270,116.3743223
50.128040,330.6500000,,50.128270,40.0144688,,50.128270,116.3743213
50.138050,330.6800000,,50.138280,40.0144702,,50.138280,116.3743203
50.148040,330.7000000,,50.148270,40.0144715,,50.148270,116.3743193
50.158030,330.7300000,,50.158260,40.0144729,,50.158260,116.3743183
50.169170,330.7500000,,50.169400,40.0144742,,50.169400,116.3743174
50.178040,330.7800000,,50.178260,40.0144756,,50.178260,116.3743164
50.188040,330.8100000,,50.188260,40.0144769,,50.188260,116.3743154
50.198040,330.8300000,,50.198270,40.0144783,,50.198270,116.3743144
50.208040,330.8500000,,50.208270,40.0144796,,50.208270,116.3743134
50.218030,330.8800000,,50.218250,40.0144810,,50.218250,116.3743124
50.228030,330.9000000,,50.228250,40.0144823,,50.228250,116.3743114
50.238020,330.9300000,,50.238250,40.0144837,,50.238250,116.3743105
50.248020,330.9500000,,50.248240,40.0144850,,50.248240,116.3743095
50.258020,330.9700000,,50.258250,40.0144864,,50.258250,116.3743085
50.269180,331.0100000,,50.269410,40.0144877,,50.269410,116.3743076
50.278250,331.0400000,,50.278480,40.0144891,,50.278480,116.3743066
50.288650,331.0600000,,50.288880,40.0144904,,50.288880,116.3743057
50.298030,331.0800000,,50.298260,40.0144918,,50.298260,116.3743047
50.308040,331.1000000,,50.308270,40.0144931,,50.308270,116.3743038
50.318040,331.1300000,,50.318260,40.0144945,,50.318260,116.3743028
50.328020,331.1500000,,50.328250,40.0144958,,50.328250,116.3743019
50.338030,331.1700000,,50.338260,40.0144972,,50.338260,116.3743009
50.348040,331.1900000,,50.348270,40.0144985,,50.348270,116.3743000
50.358040,331.2100000,,50.358260,40.0144999,,50.358260,116.3742991
50.369160,331.2400000,,50.369380,40.0145012,,50.369380,116.3742981
50.378030,331.2600000,,50.378260,40.0145026,,50.378260,116.3742972
50.388020,331.2900000,,50.388250,40.0145039,,50.388250,116.3742962
50.398020,331.3100000,,50.398250,40.0145053,,50.398250,116.3742953
50.408030,331.3300000,,50.408260,40.0145066,,50.408260,116.3742944
50.418030,331.3600000,,50.418260,40.0145080,,50.418260,116.3742934
50.428030,331.3800000,,50.428250,40.0145093,,50.428250,116.3742925
50.438030,331.4000000,,50.438250,40.0145107,,50.438250,116.3742915
50.448030,331.4200000,,50.448260,40.0145120,,50.448260,116.3742906
50.458010,331.4400000,,50.458230,40.0145134,,50.458230,116.3742897
50.469150,331.4700000,,50.469390,40.0145147,,50.469390,116.3742887
50.478290,331.4900000,,50.478520,40.0145161,,50.478520,116.3742878
50.488590,331.5200000,,50.488810,40.0145174,,50.488810,116.3742869
50.498020,331.5400000,,50.498250,40.0145188,,50.498250,116.3742859
50.508020,331.5700000,,50.508240,40.0145202,,50.508240,116.3742850
50.518000,331.5900000,,50.518230,40.0145215,,50.518230,116.3742841
50.527990,331.6100000,,50.528210,40.0145229,,50.528210,116.3742831
50.537980,331.6300000,,50.538210,40.0145242,,50.538210,116.3742822
50.547990,331.6600000,,50.548210,40.0145256,,50.548210,116.3742812
50.557990,331.6800000,,50.558220,40.0145270,,50.558220,116.3742803
50.569120,331.7000000,,50.569350,40.0145283,,50.569350,116.3742793
50.577990,331.7300000,,50.578220,40.0145297,,50.578220,116.3742783
50.588000,331.7500000,,50.588220,40.0145310,,50.588220,116.3742774
50.597990,331.7700000,,50.598210,40.0145324,,50.598210,116.3742764
50.607990,331.7900000,,50.608220,40.0145338,,50.608220,116.3742755
50.617990,331.8100000,,50.618210,40.0145351,,50.618210,116.3742745
50.627990,331.8300000,,50.628220,40.0145365,,50.628220,116.3742736
50.637970,331.8600000,,50.638200,40.0145379,,50.638200,116.3742726
50.647980,331.8800000,,50.648200,40.0145392,,50.648200,116.3742717
50.657980,331.9000000,,50.658210,40.0145406,,50.658210,116.3742707
50.669130,331.9200000,,50.669360,40.0145419,,50.669360,116.3742698
50.678510,331.9400000,,50.678740,40.0145433,,50.678740,116.3742688
50.688510,331.9700000,,50.688730,40.0145447,,50.688730,116.3742679
50.697980,332.0000000,,50.698210,40.0145460,,50.698210,116.3742670
50.707990,332.0200000,,50.708210,40.0145474,,50.708210,116.3742660
50.717970,332.0400000,,50.718200,40.0145488,,50.718200,116.3742651
50.727980,332.0600000,,50.728200,40.0145501,,50.728200,116.3742641
50.737960,332.0900000,,50.738190,40.0145515,,50.738190,116.3742632
50.747970,332.1200000,,50.748200,40.0145529,,50.748200,116.3742622
50.757970,332.1400000,,50.758200,40.0145542,,50.758200,116.3742613
50.769120,332.1600000,,50.769350,40.0145556,,50.769350,116.3742604
50.777980,332.1800000,,50.778200,40.0145570,,50.778200,116.3742594
50.787970,332.2100000,,50.788200,40.0145583,,50.788200,116.3742585
50.797960,332.2400000,,50.798190,40.0145597,,50.798190,116.3742575
50.807970,332.2600000,,50.808190,40.0145611,,50.808190,116.3742566
50.817960,332.2900000,,50.818180,40.0145624,,50.818180,116.3742557
50.827970,332.3100000,,50.828190,40.0145638,,50.828190,116.3742547
50.837970,332.3400000,,50.838190,40.0145652,,50.838190,116.3742538
50.847960,332.3600000,,50.848190,40.0145665,,50.848190,116.3742529
50.857960,332.3900000,,50.858190,40.0145679,,50.858190,116.3742519
50.869080,332.4100000,,50.869310,40.0145693,,50.869310,116.3742510
50.878230,332.4400000,,50.878450,40.0145707,,50.878450,116.3742501
50.888500,332.4600000,,50.888730,40.0145720,,50.888730,116.3742491
50.897960,332.4900000,,50.898180,40.0145734,,50.898180,116.3742482
50.907950,332.5100000,,50.908180,40.0145748,,50.908180,116.3742473
50.917950,332.5300000,,50.918180,40.0145761,,50.918180,116.3742463
50.927960,332.5600000,,50.928190,40.0145775,,50.928190,116.3742454
50.937960,332.5900000,,50.938180,40.0145789,,50.938180,116.3742445
50.947940,332.6100000,,50.948170,40.0145803,,50.948170,116.3742435
50.957940,332.6300000,,50.958170,40.0145816,,50.958170,116.3742426
50.969070,332.6500000,,50.969300,40.0145830,,50.969300,116.3742417
50.977950,332.6800000,,50.978170,40.0145844,,50.978170,116.3742408
50.987940,332.7000000,,50.988170,40.0145858,,50.988170,116.3742398
50.997950,332.7200000,,50.998180,40.0145871,,50.998180,116.3742389
51.007940,332.7500000,,51.008170,40.0145885,,51.008170,116.3742380
51.017930,332.7700000,,51.018160,40.0145899,,51.018160,116.3742371
51.027940,332.7900000,,51.028160,40.0145912,,51.028160,116.3742361
51.037940,332.8200000,,51.038170,40.0145926,,51.038170,116.3742352
51.047940,332.8400000,,51.048170,40.0145940,,51.048170,116.3742343
51.057930,332.8600000,,51.058160,40.0145954,,51.058160,116.3742334
51.069070,332.8900000,,51.069300,40.0145968,,51.069300,116.3742325
51.078400,332.9100000,,51.078630,40.0145981,,51.078630,116.3742315
51.088640,332.9300000,,51.088860,40.0145995,,51.088860,116.3742306
51.097920,332.9500000,,51.098150,40.0146009,,51.098150,116.3742297
51.107930,332.9800000,,51.108160,40.0146023,,51.108160,116.3742288
51.117940,333.0000000,,51.118160,40.0146036,,51.118160,116.3742279
51.127930,333.0200000,,51.128160,40.0146050,,51.128160,116.3742270
51.137920,333.0500000,,51.138150,40.0146064,,51.138150,116.3742260
51.147930,333.0700000,,51.148160,40.0146078,,51.148160,116.3742251
51.157920,333.1000000,,51.158150,40.0146092,,51.158150,116.3742242
51.169050,333.1200000,,51.169280,40.0146105,,51.169280,116.3742233
51.177930,333.1400000,,51.178160,40.0146119,,51.178160,116.3742224
51.187920,333.1600000,,51.188150,40.0146133,,51.188150,116.3742215
51.197930,333.1800000,,51.198160,40.0146147,,51.198160,116.3742206
51.207930,333.2100000,,51.208160,40.0146161,,51.208160,116.3742197
51.217920,333.2300000,,51.218160,40.0146174,,51.218160,116.3742188
51.227920,333.2600000,,51.228160,40.0146188,,51.228160,116.3742179
51.237920,333.2800000,,51.238150,40.0146202,,51.238150,116.3742170
51.247910,333.3000000,,51.248140,40.0146216,,51.248140,116.3742161
51.257920,333.3200000,,51.258150,40.0146230,,51.258150,116.3742151
51.269070,333.3600000,,51.269300,40.0146243,,51.269300,116.3742143
51.278270,333.3800000,,51.278490,40.0146257,,51.278490,116.3742134
51.288420,333.4000000,,51.288650,40.0146271,,51.288650,116.3742125
51.297930,333.4300000,,51.298160,40.0146285,,51.298160,116.3742116
51.307940,333.4500000,,51.308160,40.0146299,,51.308160,116.3742107
51.317920,333.4700000,,51.318150,40.0146313,,51.318150,116.3742098
51.327930,333.4900000,,51.328160,40.0146326,,51.328160,116.3742089
51.337930,333.5200000,,51.338160,40.0146340,,51.338160,116.3742080
51.347930,333.5400000,,51.348160,40.0146354,,51.348160,116.3742072
51.357930,333.5600000,,51.358160,40.0146368,,51.358160,116.3742063
51.369060,333.5800000,,51.369290,40.0146382,,51.369290,116.3742054
51.377920,333.6100000,,51.378140,40.0146396,,51.378140,116.3742045
51.387910,333.6300000,,51.388140,40.0146410,,51.388140,116.3742036
51.397920,333.6500000,,51.398150,40.0146424,,51.398150,116.3742027
51.407910,333.6800000,,51.408140,40.0146437,,51.408140,116.3742019
51.417910,333.7000000,,51.418140,40.0146451,,51.418140,116.3742010
51.427920,333.7200000,,51.428150,40.0146465,,51.428150,116.3742001
51.437910,333.7400000,,51.438140,40.0146479,,51.438140,116.3741992
51.447910,333.7600000,,51.448150,40.0146493,,51.448150,116.3741983
51.457910,333.7900000,,51.458140,40.0146507,,51.458140,116.3741974
51.469050,333.8100000,,51.469280,40.0146521,,51.469280,116.3741966
51.478220,333.8300000,,51.478450,40.0146535,,51.478450,116.3741957
51.488410,333.8600000,,51.488640,40.0146549,,51.488640,116.3741948
51.497900,333.8800000,,51.498130,40.0146562,,51.498130,116.3741939
51.507920,333.9000000,,51.508150,40.0146576,,51.508150,116.3741931
51.517890,333.9200000,,51.518120,40.0146590,,51.518120,116.3741922
51.527890,333.9500000,,51.528110,40.0146604,,51.528110,116.3741913
51.537880,333.9700000,,51.538110,40.0146618,,51.538110,116.3741904
51.547880,333.9900000,,51.548110,40.0146632,,51.548110,116.3741895
51.557870,334.0200000,,51.558100,40.0146646,,51.558100,116.3741886
51.569010,334.0400000,,51.569240,40.0146660,,51.569240,116.3741877
51.577880,334.0600000,,51.578110,40.0146674,,51.578110,116.3741869
51.587880,334.0900000,,51.588110,40.0146688,,51.588110,116.3741860
51.597880,334.1100000,,51.598110,40.0146702,,51.598110,116.3741851
51.607880,334.1300000,,51.608110,40.0146715,,51.608110,116.3741842
51.617880,334.1600000,,51.618110,40.0146729,,51.618110,116.3741833
51.627860,334.1800000,,51.628100,40.0146743,,51.628100,116.3741825
51.637880,334.2000000,,51.638100,40.0146757,,51.638100,116.3741816
51.647870,334.2300000,,51.648100,40.0146771,,51.648100,116.3741807
51.657870,334.2500000,,51.658100,40.0146785,,51.658100,116.3741798
51.669000,334.2700000,,51.669230,40.0146799,,51.669230,116.3741790
51.678400,334.2900000,,51.678620,40.0146813,,51.678620,116.3741781
51.688370,334.3200000,,51.688600,40.0146827,,51.688600,116.3741772
51.697850,334.3400000,,51.698080,40.0146841,,51.698080,116.3741763
51.707870,334.3600000,,51.708100,40.0146855,,51.708100,116.3741755
51.717860,334.3900000,,51.718090,40.0146869,,51.718090,116.3741746
51.727860,334.4100000,,51.728080,40.0146883,,51.728080,116.3741737
51.737880,334.4300000,,51.738110,40.0146897,,51.738110,116.3741729
51.747860,334.4600000,,51.748090,40.0146911,,51.748090,116.3741720
51.757860,334.4800000,,51.758080,40.0146925,,51.758080,116.3741711
51.769000,334.5100000,,51.769230,40.0146939,,51.769230,116.3741702
51.777840,334.5300000,,51.778070,40.0146953,,51.778070,116.3741694
51.787860,334.5500000,,51.788090,40.0146967,,51.788090,116.3741685
51.797860,334.5700000,,51.798090,40.0146981,,51.798090,116.3741676
51.807850,334.5900000,,51.808080,40.0146995,,51.808080,116.3741668
51.817860,334.6200000,,51.818090,40.0147009,,51.818090,116.3741659
51.827850,334.6500000,,51.828080,40.0147023,,51.828080,116.3741651
51.837850,334.6700000,,51.838080,40.0147037,,51.838080,116.3741642
51.847850,334.6900000,,51.848080,40.0147051,,51.848080,116.3741633
51.857840,334.7100000,,51.858060,40.0147065,,51.858060,116.3741625
51.868990,334.7400000,,51.869220,40.0147079,,51.869220,116.3741616
51.878200,334.7700000,,51.878430,40.0147093,,51.878430,116.3741607
51.888330,334.7900000,,51.888550,40.0147107,,51.888550,116.3741599
51.897840,334.8100000,,51.898060,40.0147121,,51.898060,116.3741590
51.907850,334.8400000,,51.908080,40.0147135,,51.908080,116.3741582
51.917850,334.8600000,,51.918070,40.0147149,,51.918070,116.3741573
51.927840,334.8800000,,51.928070,40.0147163,,51.928070,116.3741565
51.937840,334.9100000,,51.938060,40.0147177,,51.938060,116.3741556
51.947820,334.9300000,,51.948060,40.0147191,,51.948060,116.3741547
51.957840,334.9600000,,51.958060,40.0147205,,51.958060,116.3741539
51.968970,334.9900000,,51.969200,40.0147219,,51.969200,116.3741530
51.977840,335.0100000,,51.978070,40.0147233,,51.978070,116.3741522
51.987840,335.0400000,,51.988060,40.0147247,,51.988060,116.3741513
51.997820,335.0600000,,51.998050,40.0147261,,51.998050,116.3741505
52.007830,335.0900000,,52.008050,40.0147275,,52.008050,116.3741496
52.017830,335.1200000,,52.018050,40.0147289,,52.018050,116.3741488
52.027830,335.1500000,,52.028060,40.0147303,,52.028060,116.3741479
52.037830,335.1700000,,52.038060,40.0147317,,52.038060,116.3741471
52.047820,335.2000000,,52.048060,40.0147331,,52.048060,116.3741463
52.057840,335.2300000,,52.058060,40.0147345,,52.058060,116.3741454
52.068970,335.2500000,,52.069200,40.0147359,,52.069200,116.3741446
52.078290,335.2800000,,52.078510,40.0147374,,52.078510,116.3741437
52.088510,335.3100000,,52.088740,40.0147388,,52.088740,116.3741429
52.097830,335.3400000,,52.098060,40.0147402,,52.098060,116.3741420
52.107840,335.3600000,,52.108060,40.0147416,,52.108060,116.3741412
52.117830,335.3900000,,52.118050,40.0147430,,52.118050,116.3741404
52.127820,335.4200000,,52.128050,40.0147444,,52.128050,116.3741395
52.137820,335.4500000,,52.138050,40.0147458,,52.138050,116.3741387
52.147810,335.4800000,,52.148040,40.0147472,,52.148040,116.3741379
52.157820,335.5100000,,52.158050,40.0147486,,52.158050,116.3741370
52.168950,335.5300000,,52.169170,40.0147500,,52.169170,116.3741362
52.177820,335.5600000,,52.178050,40.0147514,,52.178050,116.3741354
52.187820,335.5900000,,52.188040,40.0147528,,52.188040,116.3741345
52.197820,335.6300000,,52.198050,40.0147543,,52.198050,116.3741337
52.207820,335.6500000,,52.208050,40.0147557,,52.208050,116.3741329
52.217820,335.6800000,,52.218040,40.0147571,,52.218040,116.3741320
52.227810,335.7100000,,52.228040,40.0147585,,52.228040,116.3741312
52.237800,335.7500000,,52.238020,40.0147599,,52.238020,116.3741304
52.247810,335.7800000,,52.248030,40.0147613,,52.248030,116.3741295
52.257810,335.8100000,,52.258030,40.0147627,,52.258030,116.3741287
52.268960,335.8400000,,52.269190,40.0147641,,52.269190,116.3741279
52.278160,335.8700000,,52.278380,40.0147656,,52.278380,116.3741271
52.288180,335.9000000,,52.288410,40.0147670,,52.288410,116.3741262
52.297810,335.9300000,,52.298040,40.0147684,,52.298040,116.3741254
52.307810,335.9700000,,52.308040,40.0147698,,52.308040,116.3741246
52.317810,336.0000000,,52.318040,40.0147712,,52.318040,116.3741238
52.327820,336.0300000,,52.328040,40.0147726,,52.328040,116.3741230
52.337810,336.0600000,,52.338030,40.0147740,,52.338030,116.3741222
52.347810,336.0900000,,52.348040,40.0147754,,52.348040,116.3741213
52.357810,336.1300000,,52.358040,40.0147769,,52.358040,116.3741205
52.368940,336.1600000,,52.369160,40.0147783,,52.369160,116.3741197
52.377800,336.2000000,,52.378030,40.0147797,,52.378030,116.3741189
52.387800,336.2300000,,52.388020,40.0147811,,52.388020,116.3741181
52.397800,336.2600000,,52.398020,40.0147825,,52.398020,116.3741173
52.407800,336.2900000,,52.408030,40.0147839,,52.408030,116.3741165
52.417810,336.3300000,,52.418030,40.0147853,,52.418030,116.3741156
52.427800,336.3600000,,52.428020,40.0147868,,52.428020,116.3741148
52.437790,336.4000000,,52.438020,40.0147882,,52.438020,116.3741140
52.447790,336.4300000,,52.448020,40.0147896,,52.448020,116.3741132
52.457760,336.4600000,,52.457990,40.0147910,,52.457990,116.3741124
52.468900,336.5000000,,52.469120,40.0147924,,52.469120,116.3741116
52.478080,336.5300000,,52.478300,40.0147938,,52.478300,116.3741108
52.488160,336.5700000,,52.488380,40.0147953,,52.488380,116.3741100
52.497770,336.6000000,,52.498000,40.0147967,,52.498000,116.3741092
52.507770,336.6300000,,52.508000,40.0147981,,52.508000,116.3741084
52.517740,336.6600000,,52.517970,40.0147995,,52.517970,116.3741076
52.527740,336.6900000,,52.527970,40.0148009,,52.527970,116.3741068
52.537750,336.7300000,,52.537970,40.0148024,,52.537970,116.3741060
52.547730,336.7700000,,52.547960,40.0148038,,52.547960,116.3741052
52.557740,336.8000000,,52.557960,40.0148052,,52.557960,116.3741044
52.568880,336.8300000,,52.569100,40.0148066,,52.569100,116.3741036
52.577740,336.8600000,,52.577970,40.0148080,,52.577970,116.3741028
52.587740,336.8900000,,52.587960,40.0148095,,52.587960,116.3741020
52.597730,336.9300000,,52.597950,40.0148109,,52.597950,116.3741012
52.607740,336.9600000,,52.607970,40.0148123,,52.607970,116.3741004
52.617730,336.9900000,,52.617950,40.0148137,,52.617950,116.3740997
52.627720,337.0200000,,52.627950,40.0148152,,52.627950,116.3740989
52.637730,337.0500000,,52.637950,40.0148166,,52.637950,116.3740981
52.647730,337.0800000,,52.647950,40.0148180,,52.647950,116.3740973
52.657720,337.1100000,,52.657950,40.0148195,,52.657950,116.3740965
52.668850,337.1500000,,52.669080,40.0148209,,52.669080,116.3740957
52.678080,337.1800000,,52.678310,40.0148223,,52.678310,116.3740949
52.688190,337.2100000,,52.688420,40.0148237,,52.688420,116.3740942
52.697720,337.2400000,,52.697950,40.0148252,,52.697950,116.3740934
52.707730,337.2700000,,52.707960,40.0148266,,52.707960,116.3740926
52.717720,337.3000000,,52.717950,40.0148280,,52.717950,116.3740918
52.727720,337.3400000,,52.727950,40.0148295,,52.727950,116.3740910
52.737720,337.3700000,,52.737940,40.0148309,,52.737940,116.3740903
52.747720,337.4000000,,52.747950,40.0148323,,52.747950,116.3740895
52.757720,337.4300000,,52.757950,40.0148338,,52.757950,116.3740887
52.768850,337.4600000,,52.769080,40.0148352,,52.769080,116.3740879
52.777720,337.5000000,,52.777950,40.0148366,,52.777950,116.3740872
52.787710,337.5300000,,52.787940,40.0148380,,52.787940,116.3740864
52.797710,337.5600000,,52.797940,40.0148395,,52.797940,116.3740856
52.807710,337.5900000,,52.807940,40.0148409,,52.807940,116.3740848
52.817700,337.6200000,,52.817930,40.0148423,,52.817930,116.3740841
52.827700,337.6600000,,52.827930,40.0148438,,52.827930,116.3740833
52.837700,337.6900000,,52.837920,40.0148452,,52.837920,116.3740825
52.847700,337.7200000,,52.847920,40.0148466,,52.847920,116.3740818
52.857700,337.7600000,,52.857930,40.0148481,,52.857930,116.3740810
52.868840,337.7800000,,52.869070,40.0148495,,52.869070,116.3740802
52.878050,337.8200000,,52.878280,40.0148509,,52.878280,116.3740795
52.888180,337.8500000,,52.888410,40.0148524,,52.888410,116.3740787
52.897700,337.8800000,,52.897920,40.0148538,,52.897920,116.3740780
52.907700,337.9200000,,52.907920,40.0148553,,52.907920,116.3740772
52.917700,337.9500000,,52.917920,40.0148567,,52.917920,116.3740764
52.927690,337.9800000,,52.927910,40.0148581,,52.927910,116.3740757
52.937700,338.0100000,,52.937920,40.0148596,,52.937920,116.3740749
52.947690,338.0500000,,52.947910,40.0148610,,52.947910,116.3740742
52.957690,338.0800000,,52.957910,40.0148624,,52.957910,116.3740734
52.968830,338.1100000,,52.969050,40.0148639,,52.969050,116.3740727
52.977680,338.1500000,,52.977910,40.0148653,,52.977910,116.3740719
52.987680,338.1800000,,52.987910,40.0148667,,52.987910,116.3740711
52.997690,338.2100000,,52.997910,40.0148682,,52.997910,116.3740704
53.007690,338.2400000,,53.007910,40.0148696,,53.007910,116.3740696
53.017680,338.2800000,,53.017910,40.0148711,,53.017910,116.3740689
53.027680,338.3100000,,53.027910,40.0148725,,53.027910,116.3740682
53.037680,338.3400000,,53.037910,40.0148739,,53.037910,116.3740674
53.047670,338.3700000,,53.047900,40.0148754,,53.047900,116.3740667
53.057670,338.4000000,,53.057900,40.0148768,,53.057900,116.3740659
53.068810,338.4400000,,53.069040,40.0148783,,53.069040,116.3740652
53.078110,338.4700000,,53.078340,40.0148797,,53.078340,116.3740644
53.088380,338.5000000,,53.088610,40.0148811,,53.088610,116.3740637
53.097670,338.5300000,,53.097900,40.0148826,,53.097900,116.3740629
53.107670,338.5600000,,53.107900,40.0148840,,53.107900,116.3740622
53.117680,338.5900000,,53.117910,40.0148855,,53.117910,116.3740615
53.127680,338.6300000,,53.127900,40.0148869,,53.127900,116.3740607
53.137670,338.6600000,,53.137900,40.0148884,,53.137900,116.3740600
53.147680,338.6900000,,53.147900,40.0148898,,53.147900,116.3740593
53.157670,338.7200000,,53.157900,40.0148912,,53.157900,116.3740585
53.168800,338.7500000,,53.169030,40.0148927,,53.169030,116.3740578
53.177680,338.7800000,,53.177910,40.0148941,,53.177910,116.3740571
53.187670,338.8100000,,53.187900,40.0148956,,53.187900,116.3740563
53.197680,338.8500000,,53.197900,40.0148970,,53.197900,116.3740556
53.207670,338.8800000,,53.207890,40.0148985,,53.207890,116.3740549
53.217680,338.9100000,,53.217910,40.0148999,,53.217910,116.3740542
53.227670,338.9400000,,53.227900,40.0149014,,53.227900,116.3740534
53.237660,338.9700000,,53.237880,40.0149028,,53.237880,116.3740527
53.247650,339.0100000,,53.247880,40.0149043,,53.247880,116.3740520
53.257670,339.0400000,,53.257890,40.0149057,,53.257890,116.3740513
53.268820,339.0700000,,53.269040,40.0149072,,53.269040,116.3740505
53.277890,339.1000000,,53.278110,40.0149086,,53.278110,116.3740498
53.288290,339.1400000,,53.288510,40.0149101,,53.288510,116.3740491
53.297680,339.1700000,,53.297910,40.0149115,,53.297910,116.3740484
53.307690,339.2000000,,53.307910,40.0149130,,53.307910,116.3740477
53.317670,339.2300000,,53.317890,40.0149144,,53.317890,116.3740470
53.327670,339.2600000,,53.327890,40.0149159,,53.327890,116.3740462
53.337660,339.3000000,,53.337890,40.0149173,,53.337890,116.3740455
53.347670,339.3300000,,53.347900,40.0149188,,53.347900,116.3740448
