661.111,160.696,357.264
661.059,161.942,357.314
661.007,163.24,357.356
660.955,164.486,357.420
660.903,165.732,357.481
660.852,167.03,357.539
660.8,168.224,357.588
660.748,169.47,357.639
660.696,170.665,357.690
660.644,171.859,357.741
660.592,173.053,357.789
660.54,174.247,357.837
660.54,175.389,357.905
660.488,176.584,357.957
660.436,177.726,357.997
660.436,178.868,358.056
660.384,179.958,358.097
660.384,181.049,358.146
660.332,182.139,358.177
660.28,183.229,358.217
660.28,184.268,358.262
660.228,185.358,358.308
660.228,186.397,358.356
660.177,187.383,358.396
660.125,188.422,358.432
660.125,189.46,358.427
660.073,190.447,358.377
660.073,191.485,358.290
660.021,192.471,358.226
660.021,193.458,358.204
659.969,194.444,358.201
659.969,195.431,358.207
659.917,196.417,358.208
659.865,197.404,358.204
659.813,198.339,358.203
659.813,199.325,358.207
659.761,200.312,358.207
659.761,201.298,358.202
659.709,202.233,358.193
659.709,203.219,358.188
659.657,204.206,358.178
659.605,205.14,358.170
659.605,206.127,358.164
659.553,207.061,358.153
659.502,208.048,358.133
659.45,209.034,358.102
659.45,210.021,358.070
659.398,211.007,358.041
659.346,211.942,358.011
659.346,212.928,357.979
659.294,213.915,357.941
659.242,214.901,357.896
659.19,215.94,357.866
659.19,216.926,357.826
659.138,217.913,357.788
659.086,218.899,357.748
659.034,219.886,357.712
659.034,220.924,357.678
658.982,221.911,357.654
658.93,222.949,357.625
658.879,223.936,357.616
658.827,224.922,357.591
658.775,225.961,357.573
658.775,226.999,357.553
658.723,227.985,357.542
658.671,229.024,357.567
658.619,230.062,357.618
658.567,231.101,357.660
658.567,232.087,357.705
658.515,233.126,357.745
658.463,234.164,357.784
658.411,235.202,357.826
658.411,236.241,357.865
658.359,237.279,357.910
658.307,238.318,357.964
658.255,239.356,358.009
658.255,240.395,358.052
658.204,241.433,358.093
658.152,242.471,358.137
658.152,243.562,358.182
658.1,244.6,358.228
658.048,245.639,358.270
658.048,246.677,358.329
657.996,247.715,358.372
657.944,248.806,358.413
657.944,249.844,358.456
657.892,250.883,358.487
657.892,251.973,358.511
657.84,253.011,358.539
657.788,254.102,358.563
657.788,255.14,358.573
657.736,256.231,358.558
657.736,257.321,358.544
657.684,258.359,358.496
657.632,259.45,358.443
657.632,260.54,358.380
657.58,261.63,358.312
657.58,262.721,358.237
657.529,263.759,358.170
657.477,264.849,358.107
657.425,265.94,358.042
657.373,267.03,357.981
657.373,268.12,357.935
657.321,269.263,357.887
657.269,270.353,357.852
657.217,271.443,357.816
657.217,272.534,357.772
657.165,273.676,357.748
657.113,274.766,357.726
657.061,275.857,357.713
657.009,276.999,357.710
656.957,278.089,357.712
656.906,279.232,357.716
656.854,280.322,357.701
656.802,281.464,357.675
656.802,282.555,357.663
656.75,283.697,357.647
656.698,284.839,357.645
656.646,285.981,357.638
656.594,287.124,357.634
656.542,288.266,357.634
656.49,289.408,357.630
656.438,290.55,357.638
656.386,291.693,357.640
656.334,292.835,357.641
656.282,294.029,357.640
656.231,295.171,357.639
656.179,296.366,357.644
656.127,297.508,357.665
656.075,298.702,357.682
656.023,299.844,357.699
655.971,301.038,357.701
655.919,302.233,357.691
655.867,303.427,357.679
655.815,304.621,357.656
655.763,305.815,357.640
655.711,307.009,357.626
655.659,308.204,357.615
655.556,309.398,357.600
655.504,310.592,357.607
655.452,311.786,357.625
655.4,312.98,357.677
655.348,314.226,357.732
655.296,315.421,357.803
655.244,316.667,357.880
655.192,317.861,357.955
655.14,319.107,358.025
655.088,320.301,358.092
655.088,321.547,358.164
655.036,322.793,358.233
654.984,323.988,358.292
654.933,325.234,358.340
654.881,326.48,358.365
654.881,327.674,358.391
654.829,328.92,358.409
654.777,330.166,358.411
654.725,331.412,358.396
654.725,332.658,358.373
654.673,333.904,358.351
654.621,335.099,358.334
654.621,336.345,358.329
654.569,337.591,358.338
654.517,338.837,358.350
654.465,340.083,358.382
654.465,341.329,358.427
654.413,342.575,358.486
654.361,343.821,358.545
654.361,345.067,358.602
654.309,346.314,358.657
654.309,347.56,358.715
654.258,348.806,358.770
654.206,350.052,358.830
654.206,351.298,358.905
654.154,352.544,358.959
654.154,353.79,359.017
654.102,355.036,359.098
654.102,356.282,359.193
654.102,357.529,359.288
654.05,358.775,359.360
654.05,360.021,359.434
654.05,361.267,359.510
654.05,362.513,359.592
653.998,363.759,359.675
653.998,365.005,359.760
653.998,366.251,359.843
653.998,367.497,359.924
653.998,368.744,0.006
653.998,369.99,0.090
653.998,371.236,0.166
653.998,372.482,0.219
653.998,373.676,0.270
653.998,374.922,0.308
653.998,376.168,0.329
653.998,377.414,0.338
653.998,378.66,0.340
653.998,379.907,0.336
653.998,381.153,0.328
653.998,382.399,0.305
653.998,383.645,0.274
653.998,384.891,0.219
653.998,386.137,0.159
653.998,387.383,0.105
653.998,388.629,0.061
653.998,389.875,0.010
653.998,391.121,359.955
653.998,392.368,359.905
653.998,393.614,359.856
653.998,394.86,359.801
653.946,396.106,359.732
653.946,397.352,359.660
653.946,398.598,359.599
653.946,399.844,359.529
653.894,401.09,359.427
653.894,402.336,359.332
653.842,403.583,359.240
653.842,404.829,359.142
653.842,406.075,359.046
653.79,407.321,358.972
653.738,408.567,358.905
653.738,409.813,358.845
653.686,411.059,358.788
653.686,412.305,358.734
653.634,413.551,358.697
653.583,414.798,358.656
653.531,416.044,358.602
653.531,417.29,358.560
653.479,418.536,358.531
653.427,419.73,358.492
653.427,420.976,358.434
653.375,422.222,358.373
653.323,423.468,358.319
653.271,424.766,358.272
653.219,425.961,358.215
653.167,427.207,358.172
653.167,428.453,358.115
653.115,429.699,358.053
653.063,430.945,357.978
653.011,432.191,357.910
652.96,433.437,357.840
652.908,434.683,357.783
652.856,435.929,357.718
652.804,437.175,357.663
652.752,438.422,357.592
652.648,439.72,357.541
652.596,440.966,357.504
652.544,442.212,357.474
652.492,443.458,357.462
652.44,444.704,357.458
652.388,445.95,357.462
652.336,447.248,357.462
652.233,448.494,357.466
652.181,449.74,357.473
652.129,450.987,357.464
652.077,452.233,357.478
652.025,453.479,357.485
651.921,454.777,357.474
651.869,456.023,357.447
651.817,457.269,357.408
651.765,458.515,357.367
651.713,459.761,357.336
651.661,461.059,357.318
651.558,462.305,357.296
651.506,463.551,357.258
651.454,464.849,357.221
651.35,466.147,357.180
651.298,467.394,357.126
651.194,468.692,357.045
651.142,469.99,356.941
651.09,471.288,356.841
650.987,472.586,356.746
650.883,473.884,356.648
650.831,475.182,356.545
650.727,476.48,356.440
650.623,477.83,356.347
650.571,479.18,356.266
650.467,480.478,356.188
650.363,481.828,356.112
650.26,483.126,356.065
650.156,484.476,356.035
650.104,485.826,356.022
650.0,487.175,356.007
649.896,488.525,355.992
649.792,489.875,355.974
649.688,491.277,355.966
649.585,492.627,355.951
649.481,493.977,355.943
649.377,495.327,355.965
649.273,496.729,356.023
649.169,498.079,356.093
649.065,499.481,356.188
648.962,500.831,356.290
648.91,502.181,356.382
648.806,503.583,356.481
648.702,504.984,356.534
648.65,506.334,356.599
648.546,507.736,356.660
648.494,509.138,356.747
648.39,510.488,356.842
648.287,511.89,356.956
648.235,513.292,357.024
648.131,514.694,357.070
648.079,516.044,357.127
648.027,517.445,357.173
647.923,518.847,357.218
647.871,520.249,357.265
647.819,521.599,357.295
647.715,523.001,357.364
647.664,524.403,357.445
647.612,525.805,357.445
647.508,527.207,357.354
647.456,528.557,357.233
647.352,529.958,357.121
647.3,531.36,357.011
647.196,532.762,356.935
647.144,534.112,356.841
647.04,535.514,356.728
646.937,536.916,356.601
646.885,538.318,356.479
646.781,539.72,356.365
646.677,541.07,356.271
646.573,542.471,356.181
646.469,543.873,356.107
646.366,545.275,356.046
646.262,546.677,355.970
646.158,548.027,355.885
646.054,549.429,355.819
645.95,550.779,355.776
645.846,552.181,355.750
645.742,553.531,355.747
645.639,554.933,355.775
645.535,556.282,355.813
645.431,557.632,355.874
645.327,558.982,355.944
645.223,560.332,356.016
645.171,561.63,356.086
645.067,562.98,356.164
644.964,564.278,356.238
644.86,565.576,356.315
644.808,566.926,356.385
644.704,568.172,356.469
644.652,569.47,356.550
644.548,570.768,356.636
644.496,572.066,356.709
644.393,573.313,356.813
644.341,574.559,356.914
644.289,575.805,357.011
644.185,577.103,357.113
644.133,578.349,357.207
644.081,579.595,357.306
644.029,580.841,357.397
643.977,582.087,357.488
643.925,583.281,357.577
643.873,584.528,357.666
643.821,585.774,357.765
643.769,586.968,357.846
643.718,588.214,357.927
643.666,589.46,357.986
643.614,590.654,358.005
643.562,591.9,357.991
643.51,593.094,357.948
643.458,594.341,357.885
643.458,595.535,357.803
643.406,596.729,357.731
643.302,597.923,357.651
643.25,599.117,357.576
643.198,600.312,357.501
643.146,601.558,357.425
643.094,602.752,357.357
642.991,603.946,357.307
642.939,605.14,357.271
642.887,606.282,357.239
642.835,607.477,357.199
642.731,608.671,357.157
642.679,609.917,357.116
642.627,611.111,357.081
642.575,612.305,357.041
642.471,613.499,356.995
642.42,614.694,356.952
642.368,615.888,356.903
642.264,617.082,356.853
642.212,618.328,356.806
642.16,619.522,356.752
642.056,620.717,356.706
641.952,621.963,356.651
641.9,623.157,356.585
641.796,624.351,356.525
641.693,625.597,356.477
641.641,626.791,356.422
641.537,628.037,356.362
641.433,629.232,356.279
641.381,630.478,356.201
641.277,631.724,356.127
641.173,632.918,356.057
641.07,634.164,355.966
641.018,635.41,355.860
640.914,636.656,355.749
640.81,637.902,355.641
640.706,639.148,355.520
640.602,640.395,355.386
640.498,641.641,355.248
640.395,642.887,355.109
640.239,644.133,354.962
640.135,645.431,354.812
640.031,646.677,354.676
639.927,647.923,354.546
639.772,649.221,354.406
639.668,650.467,354.275
639.512,651.765,354.143
639.356,653.011,354.013
639.252,654.258,353.888
639.097,655.556,353.763
638.941,656.802,353.626
638.785,658.1,353.474
638.629,659.346,353.330
638.474,660.644,353.193
638.318,661.942,353.061
638.162,663.188,352.926
637.954,664.486,352.785
637.799,665.784,352.644
637.643,667.03,352.501
637.435,668.328,352.368
637.279,669.626,352.233
637.072,670.924,352.087
636.916,672.17,351.950
636.708,673.468,351.810
636.501,674.766,351.661
636.345,676.064,351.517
636.137,677.362,351.369
635.929,678.66,351.212
635.722,679.958,351.039
635.514,681.256,350.860
635.254,682.555,350.672
635.047,683.853,350.471
634.839,685.151,350.281
634.579,686.449,350.087
634.372,687.747,349.873
634.112,689.045,349.642
633.853,690.343,349.405
633.645,691.641,349.176
633.385,692.939,348.949
633.074,694.289,348.720
632.814,695.587,348.480
632.555,696.885,348.226
632.243,698.183,347.988
631.983,699.481,347.753
631.672,700.779,347.517
631.412,702.077,347.276
631.101,703.375,347.029
630.789,704.673,346.789
630.478,705.971,346.553
630.166,707.269,346.318
629.803,708.567,346.077
629.491,709.865,345.828
629.18,711.163,345.589
628.816,712.461,345.352
628.453,713.759,345.114
628.141,715.057,344.875
627.778,716.355,344.637
627.414,717.653,344.399
627.051,718.951,344.161
626.636,720.197,343.930
626.272,721.495,343.695
625.909,722.793,343.441
625.493,724.091,343.183
625.13,725.389,342.923
624.714,726.636,342.660
624.299,727.934,342.404
623.884,729.232,342.145
623.468,730.478,341.886
