2.503,647.603,617.681,356.22
2.602,647.54,619.118,355.96
2.703,647.426,620.549,355.66
2.803,647.308,621.988,355.33
2.903,647.283,623.426,355.0
3.003,647.225,624.882,354.68
3.103,647.122,626.336,354.36
3.203,647.062,627.81,354.04
3.303,646.976,629.467,353.68
3.303,621.545,709.807,353.68
3.47,646.691,632.169,353.11
3.47,621.309,708.965,353.11
3.504,646.742,632.292,353.15
3.603,646.711,634.014,352.81
3.703,646.577,636.336,352.33
3.804,646.456,637.473,352.12
3.904,646.319,639.186,351.78
3.904,623.295,699.186,351.78
4.004,646.195,640.923,351.45
4.004,623.668,697.477,351.45
4.104,646.062,642.699,351.13
4.104,623.908,695.743,351.13
4.204,645.9,644.427,350.85
4.204,624.038,694.018,350.85
4.305,645.757,646.161,350.59
4.305,624.231,692.293,350.59
4.405,645.605,647.917,350.35
4.405,624.332,690.55,350.35
4.506,645.447,649.673,350.13
4.506,624.473,688.815,350.13
4.605,645.3,651.398,349.93
4.605,624.666,687.11,349.93
4.705,645.066,653.147,349.75
4.705,624.807,685.395,349.75
4.805,644.899,654.891,349.61
4.805,624.936,683.571,349.61
4.906,644.669,656.638,349.52
4.906,625.058,681.822,349.52
5.005,644.373,658.389,349.46
5.005,625.163,680.063,349.46
5.105,644.161,660.166,349.44
5.105,625.258,678.361,349.44
5.205,643.891,661.908,349.46
5.205,625.386,676.634,349.46
5.305,643.599,663.684,349.47
5.305,625.478,674.956,349.47
5.563,642.773,668.337,349.52
5.563,625.032,676.174,349.52
5.605,642.769,668.939,349.52
5.605,625.533,673.107,349.52
5.705,642.419,670.79,349.53
5.705,625.772,671.474,349.53
5.806,642.073,672.613,349.54
5.806,626.011,669.841,349.54
5.906,641.737,674.4,349.55
5.906,626.247,668.207,349.55
6.006,641.348,676.191,349.56
6.006,626.483,666.585,349.56
6.11,640.885,678.7,349.58
6.206,640.62,679.766,349.59
6.307,640.236,681.577,349.6
6.407,639.784,683.364,349.57
6.507,639.428,685.174,349.52
6.607,638.964,686.959,349.46
6.707,638.528,688.78,349.4
6.807,638.151,690.607,349.35
6.907,637.624,692.424,349.29
7.007,637.159,694.222,349.24
7.107,636.659,696.005,349.17
7.207,636.251,697.85,349.05
7.307,635.752,699.651,348.89
7.611,634.417,705.072,348.26
7.614,634.41,704.857,348.34
7.708,633.748,706.814,348.17
7.808,633.119,708.649,347.97
7.908,632.548,710.459,347.78
8.008,631.97,712.237,347.6
8.108,631.441,714.045,347.41
8.208,630.847,715.821,347.22
8.308,630.285,717.632,347.02
8.408,629.7,719.448,346.77
8.508,629.125,721.218,346.49
8.608,628.547,723.023,346.21
8.709,627.911,724.798,345.93
8.809,627.35,726.601,345.64
8.909,626.726,728.408,345.34
9.01,625.865,730.942,344.88
9.11,625.21,732.747,344.54
9.21,624.604,734.565,344.17
9.31,623.956,736.348,343.77
9.805,621.355,742.987,342.32
9.812,620.904,744.065,342.15
9.912,619.97,746.88,341.83
10.009,619.492,748.269,341.68
10.109,618.798,750.165,341.38
10.209,618.059,751.948,341.08
10.31,617.007,754.416,340.62
10.41,616.243,756.191,340.31
10.51,615.483,757.94,340.0
10.61,614.764,759.723,339.7
10.711,613.963,761.478,339.41
10.81,613.172,763.235,339.12
10.91,612.357,764.986,338.87
11.01,611.589,766.773,338.64
11.111,610.691,768.515,338.43
11.21,609.917,770.3,338.21
11.311,609.112,772.071,337.99
11.411,608.198,773.866,337.78
11.511,607.346,775.574,337.57
11.611,606.489,777.315,337.36
11.712,605.631,779.057,337.14
11.811,604.737,780.808,336.93
11.912,603.846,782.549,336.73
12.011,602.963,784.296,336.51
12.111,602.032,786.052,336.27
12.212,601.119,787.781,336.03
12.311,600.116,789.457,335.8
12.412,599.03,791.11,335.56
12.512,598.14,792.882,335.31
12.612,597.442,794.086,335.16
12.612,591.927,789.509,335.16
12.712,596.456,795.832,334.91
12.712,591.878,789.491,334.91
12.812,595.392,797.478,334.66
12.812,591.842,789.469,334.66
12.812,581.717,785.941,334.66
12.912,594.406,799.198,334.4
12.912,591.802,789.46,334.4
12.912,582.348,784.586,334.4
13.013,593.346,800.893,334.15
13.013,591.771,789.45,334.15
13.013,582.966,783.354,334.15
13.113,592.279,802.524,333.88
13.113,591.735,789.428,333.88
13.113,583.534,782.038,333.88
13.113,571.467,808.094,333.88
13.213,591.121,804.161,333.59
13.213,591.728,788.814,333.59
13.213,584.122,780.745,333.59
13.213,572.286,806.837,333.59
13.313,590.11,805.871,333.31
13.313,591.667,788.908,333.31
13.313,584.706,779.521,333.31
13.313,573.09,805.603,333.31
13.413,589.021,807.55,333.0
13.413,591.767,788.565,333.0
13.413,585.263,778.232,333.0
13.413,573.661,804.267,333.0
13.513,587.856,809.174,332.67
13.513,591.754,788.47,332.67
13.513,585.842,777.01,332.67
13.513,574.493,803.017,332.67
13.613,586.773,810.828,332.36
13.613,591.761,788.363,332.36
13.613,586.396,775.775,332.36
13.613,575.138,801.668,332.36
13.713,585.591,812.433,332.05
13.713,591.776,788.277,332.05
13.713,587.022,774.575,332.05
13.713,575.866,800.388,332.05
13.813,584.474,814.087,331.74
13.813,591.796,788.197,331.74
13.813,587.528,773.291,331.74
13.813,576.584,799.101,331.74
13.914,583.298,815.708,331.43
13.914,591.822,788.116,331.43
13.914,588.015,772.066,331.43
13.914,577.31,797.811,331.43
14.014,582.138,817.344,331.12
14.014,588.663,770.948,331.12
14.014,577.966,796.477,331.12
14.114,580.91,818.954,330.81
14.114,578.638,795.213,330.81
14.214,579.724,820.561,330.49
14.214,579.36,793.892,330.49
14.314,578.414,822.124,330.22
14.314,580.044,792.586,330.22
14.414,577.237,823.762,329.94
14.414,580.733,791.306,329.94
14.514,575.989,825.348,329.67
14.514,581.369,790.035,329.67
14.614,574.696,826.901,329.4
14.614,582.024,788.748,329.4
14.715,573.428,828.483,329.13
14.715,582.696,787.537,329.13
14.815,572.257,830.078,328.85
14.815,583.343,786.296,328.85
14.915,570.905,831.614,328.57
14.915,583.965,785.027,328.57
15.015,569.656,833.237,328.27
15.015,584.495,784.367,328.27
15.115,568.313,834.731,327.95
15.215,566.956,836.236,327.65
15.315,565.603,837.796,327.4
15.416,564.295,839.314,327.15
15.515,562.958,840.845,326.9
15.615,561.614,842.354,326.63
15.716,560.273,843.874,326.36
15.815,558.874,845.378,326.1
15.916,557.502,846.853,325.84
16.016,556.098,848.312,325.57
16.116,554.631,849.812,325.31
16.216,553.28,851.246,325.05
16.216,566.164,825.459,325.05
16.316,551.789,852.705,324.79
16.316,566.309,825.044,324.79
16.417,550.414,854.177,324.54
16.417,566.47,824.639,324.54
16.523,548.819,855.646,324.27
16.523,566.852,823.748,324.27
16.617,547.576,856.968,324.05
16.617,567.17,823.153,324.05
16.717,546.128,858.415,323.81
16.717,567.408,822.685,323.81
16.817,545.092,859.472,323.58
16.817,567.656,822.217,323.58
16.917,543.223,861.094,323.36
16.917,567.919,821.772,323.36
17.017,541.534,862.473,323.12
17.017,568.174,821.322,323.12
17.117,540.044,863.881,322.9
17.217,538.587,865.287,322.65
17.317,537.096,866.658,322.4
17.418,535.588,868.014,322.13
17.518,534.09,869.395,321.84
17.618,532.477,870.711,321.53
17.718,530.938,872.053,321.2
17.818,529.383,873.392,320.88
17.918,527.721,874.65,320.56
18.018,526.098,875.93,320.24
18.118,524.551,877.248,319.91
18.118,544.299,849.367,319.91
18.219,522.91,878.509,319.57
18.219,543.974,849.534,319.57
18.318,521.281,879.771,319.24
18.318,543.783,849.576,319.24
18.418,519.639,881.013,318.92
18.418,544.141,849.09,318.92
18.418,565.856,832.951,318.92
18.52,517.332,882.688,318.41
18.52,543.489,849.584,318.41
18.52,564.346,834.727,318.41
18.618,516.322,883.489,318.23
18.618,543.954,849.029,318.23
18.618,563.774,835.297,318.23
18.718,514.622,884.693,317.9
18.718,543.877,849.005,317.9
18.718,562.721,836.437,317.9
18.819,512.986,885.906,317.57
18.819,543.795,848.991,317.57
18.819,561.654,837.558,317.57
18.919,511.318,887.132,317.24
18.919,543.726,848.988,317.24
18.919,560.597,838.699,317.24
19.019,509.657,888.334,316.9
19.019,559.508,839.813,316.9
19.119,507.977,889.496,316.54
19.119,558.469,840.99,316.54
19.219,506.289,890.687,316.21
19.219,557.399,842.138,316.21
19.319,504.544,891.812,315.89
19.319,556.264,843.223,315.89
19.419,555.16,844.34,315.56
19.52,553.51,846.026,315.06
19.619,552.982,846.617,314.9
19.72,551.171,848.37,314.41
19.819,550.446,849.071,314.25
19.819,496.04,897.359,314.25
19.92,548.557,850.83,313.78
19.92,493.639,898.858,313.78
20.02,547.281,852.118,313.48
20.02,491.875,899.897,313.48
20.12,545.98,853.353,313.2
20.12,490.078,900.855,313.2
20.22,544.631,854.599,312.93
20.22,488.387,901.948,312.93
20.32,543.272,855.816,312.66
20.32,486.679,903.006,312.66
20.42,541.927,857.02,312.39
20.42,484.966,904.02,312.39
20.52,540.57,858.245,312.13
20.52,483.259,905.04,312.13
20.621,539.219,859.454,311.87
20.621,481.527,906.042,311.87
20.721,537.841,860.69,311.61
20.721,479.795,907.038,311.61
20.821,536.466,861.904,311.34
20.821,478.095,908.02,311.34
20.921,535.059,863.072,311.07
20.921,476.371,908.988,311.07
21.021,533.688,864.264,310.77
21.021,474.683,910.003,310.77
21.121,532.292,865.42,310.45
21.121,472.933,910.932,310.45
21.221,530.86,866.571,310.13
21.221,471.2,911.872,310.13
21.321,529.421,867.707,309.81
21.321,469.447,912.795,309.81
21.421,527.994,868.842,309.49
21.421,467.741,913.749,309.49
21.533,526.952,869.709,309.28
21.533,466.431,914.438,309.28
21.621,525.133,871.141,308.87
21.621,464.24,915.533,308.87
21.721,523.709,872.263,308.56
21.721,462.453,916.412,308.56
21.822,522.788,872.977,308.37
21.822,461.347,917.084,308.37
21.922,521.375,874.104,308.06
21.922,459.665,917.982,308.06
22.022,519.93,875.216,307.76
22.022,457.971,918.933,307.76
22.123,518.499,876.31,307.46
22.123,456.204,919.807,307.46
22.223,517.059,877.377,307.17
22.223,454.413,920.62,307.17
22.323,515.61,878.452,306.89
22.323,452.663,921.467,306.89
22.422,514.182,879.545,306.61
22.422,450.933,922.352,306.61
22.522,512.761,880.625,306.35
22.522,449.19,923.187,306.35
22.622,511.306,881.624,306.09
22.622,447.44,923.98,306.09
22.723,509.893,882.656,305.83
22.723,445.689,924.877,305.83
22.823,508.399,883.7,305.58
22.823,444.028,925.787,305.58
22.924,506.936,884.75,305.31
22.924,442.3,926.687,305.31
23.023,505.479,885.774,305.03
23.023,440.446,927.434,305.03
23.123,504.005,886.754,304.73
23.123,438.729,928.255,304.73
23.224,502.529,887.76,304.45
23.224,436.949,929.036,304.45
23.324,501.048,888.803,304.21
23.324,435.168,929.886,304.21
23.424,499.572,889.768,304.0
23.424,433.38,930.727,304.0
23.524,498.123,890.807,303.75
23.624,496.621,891.793,303.48
23.724,495.114,892.763,303.19
23.824,493.606,893.744,302.91
23.924,492.122,894.683,302.65
24.024,490.622,895.678,302.39
24.125,489.077,896.594,302.14
24.225,487.574,897.585,301.89
24.325,486.041,898.524,301.63
24.425,484.51,899.445,301.38
24.525,482.963,900.366,301.12
24.625,481.422,901.304,300.88
24.725,479.883,902.246,300.68
24.825,478.318,903.128,300.5
24.925,476.757,904.004,300.36
25.026,475.195,904.877,300.23
25.125,473.635,905.775,300.09
25.226,472.08,906.666,299.95
25.326,470.508,907.545,299.82
25.426,468.94,908.423,299.7
25.526,467.333,909.234,299.59
25.626,465.774,910.133,299.47
25.726,464.196,910.996,299.36
25.826,462.629,911.859,299.24
25.927,461.043,912.661,299.11
26.027,459.469,913.496,298.98
26.127,457.889,914.267,298.8
26.227,456.275,915.071,298.62
26.327,454.7,915.893,298.43
26.428,453.159,916.746,298.23
26.527,451.571,917.539,298.03
26.627,449.942,918.326,297.84
26.728,448.342,919.138,297.65
26.828,446.732,919.909,297.46
26.928,445.127,920.711,297.27
26.928,431.211,920.931,297.27
27.028,443.527,921.508,297.08
27.028,430.947,921.01,297.08
27.128,441.89,922.256,296.91
27.128,430.041,921.595,296.91
27.229,440.299,923.107,296.74
27.229,429.775,921.678,296.74
27.329,438.696,923.877,296.6
27.329,429.428,921.851,296.6
27.429,437.068,924.642,296.46
27.429,429.083,922.03,296.46
27.529,435.459,925.392,296.34
27.529,428.734,922.22,296.34
27.629,433.834,926.129,296.22
27.629,428.387,922.403,296.22
27.729,432.238,926.934,296.09
27.729,428.033,922.588,296.09
27.729,435.796,933.296,296.09
27.829,430.621,927.72,295.96
27.829,435.823,933.274,295.96
27.929,428.988,928.491,295.83
27.929,435.789,933.18,295.83
27.929,426.274,913.551,295.83
28.029,427.38,929.312,295.71
28.029,435.712,932.991,295.71
28.029,427.791,912.635,295.71
28.129,425.786,930.136,295.59
28.129,435.724,932.889,295.59
28.129,429.285,911.712,295.59
28.129,432.158,934.902,295.59
28.229,424.127,930.925,295.47
28.229,435.678,932.775,295.47
28.229,430.768,910.842,295.47
28.229,431.918,934.943,295.47
28.329,422.509,931.698,295.37
28.329,435.7,932.595,295.37
28.329,431.691,910.397,295.37
28.329,431.693,934.98,295.37
28.429,420.873,932.49,295.25
28.429,435.66,932.53,295.25
28.429,432.122,934.672,295.25
28.429,437.864,926.912,295.25
28.529,419.252,933.267,295.15
28.529,435.717,932.541,295.15
28.529,432.006,934.658,295.15
28.529,436.371,927.558,295.15
28.629,417.621,934.02,295.06
28.629,435.613,932.331,295.06
28.629,432.344,934.271,295.06
28.629,434.921,928.257,295.06
